"ward" "shift" "year" "month" "cr" "tot" "X" "Y"
"18801" 1 "EVENING" 2016 10 "THEFT F/AUTO" 1 -77.03651009 38.91862863
"18802" 8 "EVENING" 2016 10 "THEFT/OTHER" 1 -76.9640464 38.85313786
"18803" 8 "EVENING" 2016 10 "THEFT/OTHER" 1 -76.98008503 38.84628627
"18804" 7 "MIDNIGHT" 2016 10 "MOTOR VEHICLE THEFT" 1 -76.94140133 38.88978389
"18805" 3 "EVENING" 2016 10 "THEFT F/AUTO" 1 -77.08293326 38.9570253
"18806" 4 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02510257 38.94242258
"18807" 2 "EVENING" 2016 10 "THEFT F/AUTO" 1 -77.02346454 38.90724543
"18808" 5 "EVENING" 2016 10 "THEFT/OTHER" 1 -76.99710738 38.93278636
"18809" 2 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02192937 38.90148939
"18810" 1 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.04493935 38.91854461
"18811" 4 "EVENING" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -77.00005998 38.96127058
"18812" 8 "EVENING" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -76.97417448 38.8491498
"18813" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.03261762 38.90453172
"18814" 3 "EVENING" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.07582552 38.94553557
"18815" 1 "EVENING" 2016 9 "ROBBERY" 1 -77.02507006 38.91557782
"18816" 4 "EVENING" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.03491563 38.95929256
"18817" 7 "MIDNIGHT" 2016 9 "SEX ABUSE" 1 -76.93847844 38.89752058
"18818" 6 "MIDNIGHT" 2016 9 "ROBBERY" 1 -77.00131645 38.89733859
"18819" 1 "MIDNIGHT" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -77.03759966 38.92933017
"18820" 1 "MIDNIGHT" 2016 9 "THEFT/OTHER" 1 -77.03273285 38.92952081
"18821" 5 "MIDNIGHT" 2016 9 "ROBBERY" 1 -76.98789631 38.90809395
"18822" 4 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02520714 38.94455752
"18823" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02756011 38.91409088
"18824" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02885668 38.89831694
"18825" 3 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.07839507 38.9324268
"18826" 1 "MIDNIGHT" 2016 9 "THEFT/OTHER" 1 -77.02155335 38.91611902
"18827" 2 "EVENING" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.04257929 38.90565456
"18828" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.03196558 38.91593647
"18829" 7 "MIDNIGHT" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.93962005 38.91071842
"18830" 5 "MIDNIGHT" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.9762298 38.90404741
"18831" 1 "MIDNIGHT" 2016 9 "THEFT/OTHER" 1 -77.019817 38.93340629
"18832" 2 "MIDNIGHT" 2016 9 "THEFT/OTHER" 1 -77.07098905 38.90769466
"18833" 8 "MIDNIGHT" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.99578548 38.85744934
"18834" 1 "MIDNIGHT" 2016 9 "THEFT/OTHER" 1 -77.02886424 38.91700026
"18835" 6 "MIDNIGHT" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.993767 38.88320429
"18836" 2 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02192864 38.8991292
"18837" 2 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02299046 38.90294854
"18838" 7 "EVENING" 2016 10 "THEFT/OTHER" 1 -76.93585592 38.89105116
"18839" 5 "EVENING" 2016 10 "BURGLARY" 1 -76.98919666 38.92446222
"18840" 7 "MIDNIGHT" 2016 9 "ROBBERY" 1 -76.93272487 38.8987966
"18841" 1 "MIDNIGHT" 2016 9 "ROBBERY" 1 -77.02754079 38.92376583
"18842" 1 "MIDNIGHT" 2016 9 "THEFT F/AUTO" 1 -77.02500157 38.91755966
"18843" 3 "MIDNIGHT" 2016 8 "THEFT/OTHER" 1 -77.071593 38.95805073
"18844" 1 "MIDNIGHT" 2016 8 "MOTOR VEHICLE THEFT" 1 -77.02417742 38.9355044
"18845" 7 "MIDNIGHT" 2016 8 "THEFT/OTHER" 1 -76.94860176 38.89486801
"18846" 8 "MIDNIGHT" 2016 8 "ROBBERY" 1 -76.98223325 38.87010489
"18847" 1 "MIDNIGHT" 2016 8 "THEFT F/AUTO" 1 -77.04237132 38.9243109
"18848" 4 "MIDNIGHT" 2016 8 "THEFT F/AUTO" 1 -77.02766079 38.96554623
"18849" 5 "MIDNIGHT" 2016 8 "THEFT F/AUTO" 1 -76.9983997 38.90718472
"18850" 6 "MIDNIGHT" 2016 8 "ROBBERY" 1 -76.99376581 38.89674388
"18851" 6 "MIDNIGHT" 2016 8 "ROBBERY" 1 -77.01168127 38.90564372
"18852" 8 "MIDNIGHT" 2016 8 "ASSAULT W/DANGEROUS WEAPON" 1 -76.99682291 38.84586453
"18853" 7 "DAY" 2016 8 "ROBBERY" 1 -76.92251836 38.89207003
"18854" 6 "DAY" 2016 8 "THEFT F/AUTO" 1 -77.01025029 38.89612202
"18855" 3 "DAY" 2016 8 "THEFT F/AUTO" 1 -77.11093182 38.933004
"18856" 7 "DAY" 2016 8 "THEFT F/AUTO" 1 -76.961899 38.86169518
"18857" 6 "DAY" 2016 8 "THEFT/OTHER" 1 -77.00057871 38.90192385
"18858" 2 "DAY" 2016 8 "THEFT/OTHER" 1 -77.04360926 38.90993522
"18859" 7 "DAY" 2016 8 "THEFT F/AUTO" 1 -76.97338472 38.89720945
"18860" 1 "DAY" 2016 9 "THEFT/OTHER" 1 -77.03195527 38.91864798
"18861" 7 "DAY" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -76.92373715 38.8949355
"18862" 6 "DAY" 2016 9 "THEFT F/AUTO" 1 -76.98831591 38.88036623
"18863" 8 "DAY" 2016 9 "THEFT/OTHER" 1 -76.99819377 38.84411692
"18864" 6 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.01617705 38.90312985
"18865" 8 "DAY" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -76.99578548 38.85744934
"18866" 2 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.03653224 38.9071828
"18867" 7 "DAY" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.94456989 38.89137091
"18868" 1 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.03839213 38.92318624
"18869" 4 "DAY" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.01787027 38.94316259
"18870" 8 "DAY" 2016 9 "ROBBERY" 1 -76.98223325 38.87010489
"18871" 3 "DAY" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.05946585 38.9290148
"18872" 2 "DAY" 2016 9 "THEFT/OTHER" 1 -77.06399993 38.90515834
"18873" 5 "DAY" 2016 9 "THEFT F/AUTO" 1 -76.97864116 38.93644182
"18874" 3 "DAY" 2016 9 "THEFT/OTHER" 1 -77.08530189 38.95991525
"18875" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.03326563 38.90965729
"18876" 2 "EVENING" 2016 9 "THEFT F/AUTO" 1 -77.02346454 38.90724543
"18877" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.0000484 38.9056443
"18878" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.04933377 38.9033818
"18879" 7 "EVENING" 2016 9 "ROBBERY" 1 -76.91641545 38.89647993
"18880" 6 "EVENING" 2016 10 "THEFT F/AUTO" 1 -76.99731621 38.90020323
"18881" 2 "EVENING" 2016 10 "MOTOR VEHICLE THEFT" 1 -77.03080448 38.89735255
"18882" 2 "MIDNIGHT" 2016 10 "THEFT/OTHER" 1 -77.03196393 38.91224305
"18883" 6 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.00910022 38.87653375
"18884" 7 "MIDNIGHT" 2016 10 "BURGLARY" 1 -76.94956562 38.8848421
"18885" 1 "MIDNIGHT" 2016 10 "THEFT F/AUTO" 1 -77.02331042 38.92953207
"18886" 5 "MIDNIGHT" 2016 10 "BURGLARY" 1 -77.00755459 38.9125985
"18887" 6 "MIDNIGHT" 2016 10 "THEFT/OTHER" 1 -77.00747338 38.90790516
"18888" 6 "MIDNIGHT" 2016 10 "ROBBERY" 1 -77.00131625 38.88677177
"18889" 7 "MIDNIGHT" 2016 10 "THEFT/OTHER" 1 -76.97284004 38.87448117
"18890" 8 "MIDNIGHT" 2016 10 "THEFT F/AUTO" 1 -76.97398492 38.86353622
"18891" 4 "MIDNIGHT" 2016 10 "BURGLARY" 1 -77.01907839 38.97478139
"18892" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.98406262 38.88284303
"18893" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.95892856 38.85781154
"18894" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.00435854 38.8770066
"18895" 8 "EVENING" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -76.97009109 38.8618417
"18896" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.04360926 38.90993522
"18897" 8 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.9884354 38.85417879
"18898" 4 "DAY" 2016 9 "BURGLARY" 1 -77.01087047 38.95659479
"18899" 5 "EVENING" 2016 9 "THEFT F/AUTO" 1 -76.99929878 38.92857951
"18900" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.98294135 38.89667073
"18901" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.9973283 38.88514123
"18902" 5 "EVENING" 2016 9 "THEFT F/AUTO" 1 -76.97728869 38.90957874
"18903" 2 "EVENING" 2016 9 "SEX ABUSE" 1 -77.01755845 38.89481493
"18904" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.95892856 38.85781154
"18905" 6 "EVENING" 2016 9 "ROBBERY" 1 -77.00057873 38.90468942
"18906" 8 "EVENING" 2016 10 "THEFT F/AUTO" 1 -76.9897285 38.83491885
"18907" 6 "EVENING" 2016 10 "THEFT F/AUTO" 1 -77.02498856 38.91334377
"18908" 4 "EVENING" 2016 10 "ROBBERY" 1 -77.02117633 38.96670965
"18909" 7 "EVENING" 2016 10 "ASSAULT W/DANGEROUS WEAPON" 1 -76.92447129 38.89835014
"18910" 1 "EVENING" 2016 10 "THEFT F/AUTO" 1 -77.02911275 38.93258459
"18911" 4 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02781806 38.95461918
"18912" 5 "EVENING" 2016 10 "BURGLARY" 1 -76.97014172 38.93360234
"18913" 7 "EVENING" 2016 10 "ROBBERY" 1 -76.92645638 38.89612634
"18914" 1 "MIDNIGHT" 2016 10 "THEFT F/AUTO" 1 -77.02873097 38.92966599
"18915" 1 "EVENING" 2016 10 "THEFT F/AUTO" 1 -77.02600477 38.91755944
"18916" 6 "EVENING" 2016 10 "THEFT/OTHER" 1 -76.98076286 38.89579658
"18917" 7 "EVENING" 2016 10 "ROBBERY" 1 -76.94851547 38.88665233
"18918" 1 "MIDNIGHT" 2016 10 "THEFT/OTHER" 1 -77.03195478 38.91755797
"18919" 8 "MIDNIGHT" 2016 10 "THEFT F/AUTO" 1 -76.99160612 38.8328921
"18920" 2 "EVENING" 2016 9 "THEFT F/AUTO" 1 -77.02299046 38.90294854
"18921" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.05967659 38.90521468
"18922" 5 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.98272906 38.91648006
"18923" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.99265956 38.89279815
"18924" 8 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.98397528 38.86117781
"18925" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.99496481 38.89511342
"18926" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.02963303 38.90791065
"18927" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.06934844 38.90417338
"18928" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.9738695 38.89554301
"18929" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.06399993 38.90515834
"18930" 5 "DAY" 2016 9 "THEFT/OTHER" 1 -76.97621763 38.90595718
"18931" 2 "DAY" 2016 9 "THEFT/OTHER" 1 -77.01720248 38.90052629
"18932" 1 "DAY" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.04317519 38.91874346
"18933" 4 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.02825731 38.98584163
"18934" 8 "DAY" 2016 9 "THEFT F/AUTO" 1 -76.9884354 38.85417879
"18935" 6 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.01617789 38.90684129
"18936" 1 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.023426 38.93030676
"18937" 5 "DAY" 2016 8 "ROBBERY" 1 -76.99032688 38.92395785
"18938" 2 "DAY" 2016 8 "THEFT F/AUTO" 1 -77.04255994 38.91187033
"18939" 7 "EVENING" 2016 8 "ASSAULT W/DANGEROUS WEAPON" 1 -76.93543505 38.88484415
"18940" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.03654827 38.90313426
"18941" 4 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.03273688 38.93829489
"18942" 1 "DAY" 2016 8 "ROBBERY" 1 -77.03300012 38.93386273
"18943" 2 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.02499739 38.90565064
"18944" 4 "EVENING" 2016 8 "ROBBERY" 1 -77.02825424 38.94899791
"18945" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.04947342 38.90526448
"18946" 2 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.04828063 38.91447151
"18947" 8 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.9907763 38.83730618
"18948" 1 "EVENING" 2016 8 "MOTOR VEHICLE THEFT" 1 -77.01929744 38.93137951
"18949" 5 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99258776 38.91825575
"18950" 4 "EVENING" 2016 8 "BURGLARY" 1 -77.03343607 38.95350068
"18951" 4 "EVENING" 2016 8 "ROBBERY" 1 -77.01897388 38.97234919
"18952" 7 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.94948398 38.90247145
"18953" 1 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.03839213 38.92318624
"18954" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.02651615 38.8973536
"18955" 3 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.06392023 38.94487607
"18956" 6 "EVENING" 2016 8 "THEFT F/AUTO" 1 -76.99619869 38.88671766
"18957" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.02962884 38.8978303
"18958" 7 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.92295558 38.90348392
"18959" 1 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.01953686 38.9212361
"18960" 6 "MIDNIGHT" 2016 10 "THEFT F/AUTO" 1 -77.01366437 38.90611194
"18961" 6 "MIDNIGHT" 2016 10 "THEFT F/AUTO" 1 -77.0194181 38.90857941
"18962" 7 "EVENING" 2016 9 "BURGLARY" 1 -76.92801586 38.88147969
"18963" 4 "DAY" 2016 9 "THEFT F/AUTO" 1 -76.99214524 38.95763999
"18964" 5 "DAY" 2016 9 "SEX ABUSE" 1 -76.98413683 38.91193105
"18965" 6 "DAY" 2016 9 "THEFT/OTHER" 1 -76.98039293 38.89961607
"18966" 4 "DAY" 2016 9 "BURGLARY" 1 -77.02886858 38.95622239
"18967" 6 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.01366451 38.90685062
"18968" 4 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.03144378 38.98776858
"18969" 8 "DAY" 2016 9 "THEFT/OTHER" 1 -76.98155946 38.84653875
"18970" 7 "DAY" 2016 9 "THEFT/OTHER" 1 -76.9487273 38.8645368
"18971" 5 "DAY" 2016 9 "ROBBERY" 1 -76.99801802 38.95096511
"18972" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.94089928 38.89752183
"18973" 1 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02452904 38.91826241
"18974" 5 "EVENING" 2016 9 "THEFT F/AUTO" 1 -76.98761515 38.93370459
"18975" 5 "EVENING" 2016 9 "THEFT F/AUTO" 1 -76.97763245 38.91636209
"18976" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.99618723 38.8853574
"18977" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02299046 38.90294854
"18978" 5 "EVENING" 2016 9 "THEFT F/AUTO" 1 -76.99755798 38.90940977
"18979" 8 "DAY" 2016 10 "ROBBERY" 1 -76.99319272 38.86225972
"18980" 5 "DAY" 2016 10 "THEFT F/AUTO" 1 -76.98211329 38.93496504
"18981" 5 "DAY" 2016 10 "THEFT F/AUTO" 1 -76.98649628 38.93425397
"18982" 1 "EVENING" 2016 10 "ROBBERY" 1 -77.02397426 38.91446101
"18983" 8 "DAY" 2016 9 "THEFT/OTHER" 1 -76.98961997 38.86845725
"18984" 8 "EVENING" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.0020868 38.82870345
"18985" 1 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02886424 38.91700026
"18986" 8 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.00678585 38.83130671
"18987" 3 "EVENING" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.0696477 38.93908947
"18988" 1 "EVENING" 2016 10 "THEFT/OTHER" 1 -77.02192194 38.91483076
"18989" 5 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.01617928 38.91293994
"18990" 6 "EVENING" 2016 10 "ASSAULT W/DANGEROUS WEAPON" 1 -76.9961747 38.90406778
"18991" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.98900404 38.90224764
"18992" 4 "DAY" 2016 9 "SEX ABUSE" 1 -77.02903194 38.96073549
"18993" 7 "MIDNIGHT" 2016 9 "ROBBERY" 1 -76.92295558 38.90348392
"18994" 4 "MIDNIGHT" 2016 9 "ROBBERY" 1 -77.03343941 38.96061721
"18995" 4 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.03273828 38.9413397
"18996" 7 "DAY" 2016 9 "THEFT F/AUTO" 1 -76.92920306 38.88137231
"18997" 5 "DAY" 2016 9 "BURGLARY" 1 -76.97958804 38.93262247
"18998" 1 "DAY" 2016 9 "THEFT/OTHER" 1 -77.02417742 38.9355044
"18999" 4 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.06196539 38.96526284
"19000" 3 "DAY" 2016 9 "THEFT/OTHER" 1 -77.07542898 38.95234608
"19001" 1 "DAY" 2016 9 "THEFT/OTHER" 1 -77.03743642 38.92594309
"19002" 6 "DAY" 2016 9 "BURGLARY" 1 -76.99498878 38.88199722
"19003" 7 "DAY" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.95444298 38.86369238
"19004" 1 "DAY" 2016 9 "MOTOR VEHICLE THEFT" 1 -77.0318753 38.92033256
"19005" 6 "DAY" 2016 9 "THEFT/OTHER" 1 -76.99436489 38.90132917
"19006" 2 "DAY" 2016 9 "THEFT/OTHER" 1 -77.01720248 38.90052629
"19007" 2 "DAY" 2016 9 "THEFT F/AUTO" 1 -77.02963303 38.90791065
"19008" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.98077523 38.89266167
"19009" 1 "EVENING" 2016 9 "THEFT F/AUTO" 1 -77.01848699 38.9193175
"19010" 2 "EVENING" 2016 9 "ROBBERY" 1 -77.03195985 38.90313561
"19011" 4 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02511335 38.9402786
"19012" 4 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.02511335 38.9402786
"19013" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.95805787 38.88979485
"19014" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.93423255 38.90149096
"19015" 2 "EVENING" 2016 9 "THEFT/OTHER" 1 -77.04630952 38.91540918
"19016" 6 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.97699233 38.89899387
"19017" 2 "EVENING" 2016 9 "THEFT F/AUTO" 1 -77.03325583 38.91335972
"19018" 7 "EVENING" 2016 9 "THEFT/OTHER" 1 -76.92588983 38.89776551
"19019" 1 "MIDNIGHT" 2016 9 "ROBBERY" 1 -77.03600683 38.92679032
"19020" 2 "EVENING" 2016 7 "THEFT/OTHER" 1 -77.0239831 38.90644358
"19021" 2 "EVENING" 2016 7 "THEFT/OTHER" 1 -77.06399993 38.90515834
"19022" 8 "EVENING" 2016 7 "SEX ABUSE" 1 -77.00652108 38.83263097
"19023" 2 "EVENING" 2016 7 "THEFT/OTHER" 1 -77.03325686 38.91557577
"19024" 2 "EVENING" 2016 7 "MOTOR VEHICLE THEFT" 1 -77.03551759 38.91700743
"19025" 5 "EVENING" 2016 7 "THEFT/OTHER" 1 -76.97840763 38.94584643
"19026" 2 "EVENING" 2016 7 "THEFT F/AUTO" 1 -77.04275551 38.91113157
"19027" 4 "DAY" 2016 8 "MOTOR VEHICLE THEFT" 1 -77.05734092 38.96845411
"19028" 8 "DAY" 2016 8 "MOTOR VEHICLE THEFT" 1 -76.97398492 38.86353622
"19029" 6 "DAY" 2016 8 "THEFT/OTHER" 1 -77.02091517 38.90252554
"19030" 2 "DAY" 2016 8 "THEFT F/AUTO" 1 -77.04531295 38.90765339
"19031" 8 "DAY" 2016 8 "THEFT/OTHER" 1 -76.97398492 38.86353622
"19032" 1 "DAY" 2016 8 "MOTOR VEHICLE THEFT" 1 -77.03546433 38.9258266
"19033" 6 "DAY" 2016 8 "THEFT/OTHER" 1 -77.01243679 38.87466384
"19034" 6 "DAY" 2016 8 "THEFT/OTHER" 1 -76.99321267 38.89478903
"19035" 1 "DAY" 2016 8 "THEFT/OTHER" 1 -77.03195478 38.91755797
"19036" 2 "DAY" 2016 8 "THEFT/OTHER" 1 -77.04346644 38.90469935
"19037" 5 "DAY" 2016 8 "ROBBERY" 1 -76.98261309 38.91918254
"19038" 6 "DAY" 2016 8 "THEFT/OTHER" 1 -77.00057866 38.89545585
"19039" 1 "DAY" 2016 8 "THEFT F/AUTO" 1 -77.03028855 38.93113395
"19040" 1 "DAY" 2016 8 "THEFT F/AUTO" 1 -77.02973592 38.93346725
"19041" 7 "EVENING" 2016 8 "ROBBERY" 1 -76.92922886 38.90183936
"19042" 4 "EVENING" 2016 8 "ROBBERY" 1 -77.01997385 38.95807094
"19043" 2 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.05808451 38.90390026
"19044" 7 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.93552728 38.91031987
"19045" 1 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.0230908 38.92800971
"19046" 6 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99845758 38.89641973
"19047" 4 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.03363007 38.94899649
"19048" 5 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99031586 38.92015634
"19049" 1 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.03273613 38.9366734
"19050" 6 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99025192 38.88176271
"19051" 7 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.91778724 38.8964809
"19052" 2 "EVENING" 2016 8 "ROBBERY" 1 -77.0209259 38.89981402
"19053" 5 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.95266541 38.92054352
"19054" 1 "EVENING" 2016 8 "BURGLARY" 1 -77.03387266 38.92540368
"19055" 3 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.06120537 38.9401842
"19056" 6 "EVENING" 2016 8 "MOTOR VEHICLE THEFT" 1 -76.98691774 38.90020252
"19057" 5 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.00822347 38.91371549
"19058" 1 "MIDNIGHT" 2016 7 "SEX ABUSE" 1 -77.02873097 38.92966599
"19059" 1 "MIDNIGHT" 2016 7 "ROBBERY" 1 -77.02757277 38.91700057
"19060" 6 "MIDNIGHT" 2016 7 "THEFT F/AUTO" 1 -76.98541896 38.90075186
"19061" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.06601713 38.90475184
"19062" 1 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.02785637 38.93456672
"19063" 8 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99988706 38.85935921
"19064" 5 "EVENING" 2016 7 "MOTOR VEHICLE THEFT" 1 -77.01367686 38.91112058
"19065" 7 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.93047563 38.87644548
"19066" 4 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.02670414 38.9376118
"19067" 8 "EVENING" 2016 8 "ASSAULT W/DANGEROUS WEAPON" 1 -77.00826018 38.83247772
"19068" 3 "EVENING" 2016 8 "MOTOR VEHICLE THEFT" 1 -77.10118699 38.93371549
"19069" 5 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.01060966 38.90964353
"19070" 6 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.00740405 38.90645482
"19071" 6 "EVENING" 2016 8 "ASSAULT W/DANGEROUS WEAPON" 1 -77.01395201 38.90313014
"19072" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.01720248 38.90052629
"19073" 1 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.03273285 38.92952081
"19074" 6 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.01015898 38.90251796
"19075" 5 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99376364 38.9215889
"19076" 2 "EVENING" 2016 8 "BURGLARY" 1 -77.03326451 38.90724305
"19077" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.03365285 38.89949576
"19078" 3 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.07531487 38.96445326
"19079" 4 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.02856687 38.95188048
"19080" 2 "EVENING" 2016 8 "THEFT/OTHER" 1 -77.04947342 38.90526448
"19081" 8 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.98525315 38.8663398
"19082" 6 "MIDNIGHT" 2016 8 "THEFT/OTHER" 1 -77.00281526 38.90251837
"19083" 2 "DAY" 2016 8 "THEFT/OTHER" 1 -77.04360926 38.90993522
"19084" 1 "EVENING" 2016 8 "THEFT F/AUTO" 1 -77.03136049 38.92965631
"19085" 5 "EVENING" 2016 8 "THEFT/OTHER" 1 -76.99031586 38.92015634
"19086" 6 "MIDNIGHT" 2016 8 "THEFT F/AUTO" 1 -76.99152897 38.90076147
"19087" 5 "MIDNIGHT" 2016 8 "MOTOR VEHICLE THEFT" 1 -76.9715656 38.92045956
"19088" 1 "MIDNIGHT" 2016 9 "THEFT F/AUTO" 1 -77.02502932 38.930919
"19089" 2 "MIDNIGHT" 2016 9 "THEFT/OTHER" 1 -77.02192752 38.8954628
"19090" 7 "MIDNIGHT" 2016 9 "MOTOR VEHICLE THEFT" 1 -76.93002157 38.89290354
"19091" 8 "MIDNIGHT" 2016 9 "HOMICIDE" 1 -76.99847018 38.84634201
"19092" 2 "MIDNIGHT" 2016 9 "BURGLARY" 1 -77.04343645 38.91223935
"19093" 2 "MIDNIGHT" 2016 9 "BURGLARY" 1 -77.04710329 38.91261628
"19094" 8 "MIDNIGHT" 2016 9 "ASSAULT W/DANGEROUS WEAPON" 1 -76.99749132 38.83798215
"19095" 8 "DAY" 2016 8 "THEFT F/AUTO" 1 -76.97096709 38.86102216
