"ward" "shift" "year" "month" "cr" "tot" "X" "Y"
"1534" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.01720248 38.90052629
"1535" 7 "DAY" 2016 1 "BURGLARY" 1 -76.91779252 38.89189564
"1536" 6 "DAY" 2016 1 "THEFT/OTHER" 1 -76.99617476 38.9031219
"1537" 5 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.99367065 38.9299396
"1538" 5 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -76.99920676 38.90707663
"1539" 2 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.03279574 38.90253056
"1540" 8 "MIDNIGHT" 2015 12 "THEFT/OTHER" 1 -76.97614473 38.84814127
"1541" 5 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.99031586 38.92015634
"1542" 3 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.07785079 38.93040029
"1543" 2 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.02885921 38.90457775
"1544" 4 "MIDNIGHT" 2016 1 "ROBBERY" 1 -77.02970054 38.95928499
"1545" 4 "MIDNIGHT" 2016 1 "ROBBERY" 1 -77.01493025 38.95009037
"1546" 8 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.96991903 38.86001295
"1547" 4 "DAY" 2016 1 "ROBBERY" 1 -77.03490744 38.96613884
"1548" 5 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.98374726 38.90116602
"1549" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.0229556 38.90210176
"1550" 2 "DAY" 2015 12 "THEFT F/AUTO" 1 -77.03655859 38.90077407
"1551" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.0575668 38.90525177
"1552" 5 "DAY" 2016 1 "SEX ABUSE" 1 -76.97099847 38.92558516
"1553" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.02599909 38.90199303
"1554" 4 "DAY" 2015 12 "THEFT F/AUTO" 1 -77.03768723 38.98591104
"1555" 4 "DAY" 2015 12 "THEFT F/AUTO" 1 -77.02939146 38.93721479
"1556" 2 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.01942753 38.90086826
"1557" 2 "DAY" 2015 12 "THEFT/OTHER" 1 -77.04948179 38.90070625
"1558" 1 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.04608306 38.92184122
"1559" 6 "DAY" 2015 12 "THEFT F/AUTO" 1 -77.00352907 38.88292514
"1560" 5 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.98847297 38.9069049
"1561" 5 "DAY" 2016 1 "ROBBERY" 1 -77.00415393 38.92575984
"1562" 6 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.00007144 38.88554664
"1563" 5 "DAY" 2016 1 "THEFT/OTHER" 1 -76.97580269 38.90562378
"1564" 2 "EVENING" 2015 12 "THEFT/OTHER" 1 -77.02704661 38.89783993
"1565" 4 "EVENING" 2015 12 "THEFT/OTHER" 1 -77.02647678 38.97763556
"1566" 4 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.00170984 38.95780239
"1567" 7 "EVENING" 2016 1 "SEX ABUSE" 1 -76.94993506 38.88395043
"1568" 7 "EVENING" 2015 12 "THEFT/OTHER" 1 -76.96245595 38.85429944
"1569" 3 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.08459644 38.9585375
"1570" 3 "DAY" 2015 12 "THEFT/OTHER" 1 -77.07878494 38.91993199
"1571" 3 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.0742283 38.96258925
"1572" 8 "DAY" 2016 1 "ROBBERY" 1 -76.98587653 38.86052945
"1573" 2 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.02962884 38.8978303
"1574" 4 "MIDNIGHT" 2016 1 "SEX ABUSE" 1 -77.0265009 38.9804191
"1575" 8 "EVENING" 2015 5 "THEFT F/AUTO" 1 -77.00889252 38.82360433
"1576" 8 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.00475989 38.84692747
"1577" 1 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.032478 38.9270526
"1578" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03527367 38.93673572
"1579" 4 "EVENING" 2016 1 "BURGLARY" 1 -77.0203547 38.95846724
"1580" 3 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.08357928 38.9077674
"1581" 4 "EVENING" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -77.05609436 38.98271475
"1582" 7 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.92814331 38.88081315
"1583" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.01866882 38.95317066
"1584" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02972096 38.92525167
"1585" 6 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.97726005 38.89090441
"1586" 6 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.02498882 38.91409146
"1587" 1 "MIDNIGHT" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.01215672 38.92184066
"1588" 5 "MIDNIGHT" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.98887574 38.91177846
"1589" 7 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.96764949 38.85948084
"1590" 8 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.96997927 38.8537431
"1591" 1 "MIDNIGHT" 2016 1 "SEX ABUSE" 1 -77.0225616 38.93214463
"1592" 8 "EVENING" 2015 12 "THEFT F/AUTO" 1 -76.97228124 38.85935592
"1593" 7 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.92387711 38.9042142
"1594" 7 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.92562976 38.88184754
"1595" 6 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.01518509 38.90079682
"1596" 7 "EVENING" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.92308117 38.89393514
"1597" 8 "EVENING" 2016 1 "ROBBERY" 1 -76.98149793 38.86173596
"1598" 8 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.99711163 38.82779357
"1599" 7 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.93859922 38.8911247
"1600" 8 "DAY" 2016 1 "ROBBERY" 1 -76.98946414 38.83120734
"1601" 4 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.06227396 38.96185755
"1602" 6 "MIDNIGHT" 2015 12 "THEFT/OTHER" 1 -76.99152897 38.90076147
"1603" 7 "DAY" 2016 1 "ROBBERY" 1 -76.96157152 38.87073051
"1604" 5 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.9931524 38.92221944
"1605" 3 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.07003279 38.95536721
"1606" 7 "EVENING" 2015 12 "THEFT/OTHER" 1 -76.97000566 38.87320129
"1607" 2 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02397246 38.90911006
"1608" 6 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.02600211 38.91028071
"1609" 7 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.93058192 38.88565213
"1610" 1 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.03273285 38.92952081
"1611" 5 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.99112134 38.9340202
"1612" 6 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.98928292 38.88760006
"1613" 6 "EVENING" 2015 12 "THEFT F/AUTO" 1 -77.00907515 38.90136498
"1614" 7 "MIDNIGHT" 2016 1 "BURGLARY" 1 -76.95678987 38.88879067
"1615" 1 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.02962551 38.91755858
"1616" 5 "MIDNIGHT" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.98089939 38.90251684
"1617" 5 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.97944572 38.90621002
"1618" 1 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.02643448 38.92581998
"1619" 7 "DAY" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.9487273 38.8645368
"1620" 7 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.95532187 38.85860296
"1621" 2 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.05277468 38.91060499
"1622" 1 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.02474031 38.92896426
"1623" 6 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.99731612 38.90251837
"1624" 7 "DAY" 2015 12 "THEFT/OTHER" 1 -76.97207959 38.87412066
"1625" 6 "DAY" 2016 1 "THEFT/OTHER" 1 -76.9973283 38.88514123
"1626" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.02092518 38.89734573
"1627" 7 "DAY" 2016 1 "ROBBERY" 1 -76.96174484 38.86984774
"1628" 2 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.02295286 38.89359787
"1629" 8 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.00175264 38.8216318
"1630" 7 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.96419662 38.87520852
"1631" 7 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.95197013 38.89132915
"1632" 5 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.98563543 38.9134987
"1633" 2 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.04009166 38.91039383
"1634" 2 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.03652743 38.90745828
"1635" 1 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.03093121 38.92376498
"1636" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.03752812 38.90253283
"1637" 8 "EVENING" 2016 1 "ROBBERY" 1 -76.97009109 38.8618417
"1638" 4 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.02750571 38.95239421
"1639" 5 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.99198632 38.93447068
"1640" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.06178009 38.97778439
"1641" 2 "EVENING" 2015 12 "BURGLARY" 1 -77.05011773 38.90339047
"1642" 8 "EVENING" 2016 1 "ROBBERY" 1 -76.9884354 38.85417879
"1643" 8 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.99619018 38.8300817
"1644" 5 "EVENING" 2016 1 "ROBBERY" 1 -77.01273635 38.91236645
"1645" 1 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.03387266 38.92540368
"1646" 8 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.97614473 38.84814127
"1647" 6 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.01063131 38.90021178
"1648" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02425834 38.93604489
"1649" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03080113 38.9162881
"1650" 5 "EVENING" 2015 12 "THEFT F/AUTO" 1 -76.96878473 38.9245126
"1651" 3 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.08530189 38.95991525
"1652" 8 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.99862033 38.82605497
"1653" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02972138 38.92625159
"1654" 6 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.99496481 38.89511342
"1655" 6 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.99618755 38.87951095
"1656" 6 "EVENING" 2015 12 "THEFT F/AUTO" 1 -76.99089765 38.87928545
"1657" 5 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.99716552 38.92094043
"1658" 6 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.98678318 38.87981655
"1659" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.04608306 38.92184122
"1660" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02652387 38.91811784
"1661" 2 "EVENING" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -77.04360926 38.90993522
"1662" 4 "EVENING" 2016 1 "BURGLARY" 1 -77.01663964 38.95873808
"1663" 6 "EVENING" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.9824679 38.89997673
"1664" 5 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.98539394 38.91034575
"1665" 8 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.99592412 38.85068402
"1666" 8 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.99592412 38.85068402
"1667" 3 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.08203273 38.95649445
"1668" 7 "MIDNIGHT" 2016 1 "BURGLARY" 1 -76.9391152 38.90782648
"1669" 7 "MIDNIGHT" 2016 1 "BURGLARY" 1 -76.94140133 38.88978389
"1670" 5 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.99755795 38.91039168
"1671" 2 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.01720248 38.90052629
"1672" 6 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.99496481 38.89511342
"1673" 2 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.02599816 38.89943465
"1674" 1 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.03259384 38.92817861
"1675" 5 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.97241945 38.91912653
"1676" 2 "DAY" 2016 2 "BURGLARY" 1 -77.02886696 38.89523608
"1677" 1 "DAY" 2016 1 "THEFT/OTHER" 1 -77.0212904 38.92368606
"1678" 8 "DAY" 2016 2 "THEFT/OTHER" 1 -77.00768413 38.83081119
"1679" 4 "DAY" 2016 2 "MOTOR VEHICLE THEFT" 1 -77.00969344 38.95497341
"1680" 5 "DAY" 2016 2 "MOTOR VEHICLE THEFT" 1 -77.01216726 38.91600326
"1681" 5 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.01059911 38.91626466
"1682" 2 "DAY" 2016 2 "THEFT/OTHER" 1 -77.03752954 38.90565629
"1683" 6 "DAY" 2016 2 "THEFT/OTHER" 1 -77.00435854 38.8770066
"1684" 6 "DAY" 2016 2 "THEFT/OTHER" 1 -77.01142204 38.87074528
"1685" 7 "MIDNIGHT" 2015 10 "THEFT/OTHER" 1 -76.93727183 38.89318691
"1686" 1 "DAY" 2016 2 "THEFT F/AUTO" 1 -77.02963591 38.91483806
"1687" 4 "MIDNIGHT" 2016 1 "ROBBERY" 1 -77.01493025 38.95009037
"1688" 2 "MIDNIGHT" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -77.0417016 38.90314155
"1689" 4 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.01661437 38.94930642
"1690" 1 "MIDNIGHT" 2016 1 "BURGLARY" 1 -77.03081439 38.9202878
"1691" 6 "MIDNIGHT" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.98691965 38.88980687
"1692" 7 "DAY" 2016 1 "THEFT/OTHER" 1 -76.97362636 38.89840762
"1693" 6 "DAY" 2016 1 "THEFT/OTHER" 1 -76.9803255 38.89330119
"1694" 4 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.0312265 38.93973663
"1695" 8 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.00900881 38.83256775
"1696" 6 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.01641302 38.87646502
"1697" 8 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.99711163 38.82779357
"1698" 7 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.94592285 38.90087538
"1699" 7 "MIDNIGHT" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.96764949 38.85948084
"1700" 4 "EVENING" 2015 12 "THEFT F/AUTO" 1 -77.02391519 38.94460283
"1701" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03156784 38.95515872
"1702" 4 "EVENING" 2016 1 "ROBBERY" 1 -77.02765611 38.95349318
"1703" 7 "DAY" 2016 1 "THEFT/OTHER" 1 -76.93398479 38.88269034
"1704" 6 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.97813855 38.88284207
"1705" 3 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.08772911 38.95400403
"1706" 1 "DAY" 2016 1 "THEFT/OTHER" 1 -77.03273285 38.92952081
"1707" 6 "DAY" 2016 1 "THEFT/OTHER" 1 -76.98678318 38.87981655
"1708" 7 "DAY" 2016 1 "THEFT/OTHER" 1 -76.94860176 38.89486801
"1709" 7 "DAY" 2015 12 "THEFT/OTHER" 1 -76.92997352 38.88312941
"1710" 4 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.03768723 38.98591104
"1711" 5 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.98492927 38.92682192
"1712" 6 "DAY" 2016 1 "THEFT/OTHER" 1 -76.9943653 38.89612233
"1713" 5 "DAY" 2015 12 "BURGLARY" 1 -77.00905347 38.91222905
"1714" 6 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.99321382 38.88272681
"1715" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.03750936 38.91113337
"1716" 5 "EVENING" 2016 1 "ROBBERY" 1 -76.97880761 38.91969539
"1717" 8 "EVENING" 2016 1 "ROBBERY" 1 -76.98150801 38.86726713
"1718" 5 "EVENING" 2016 1 "THEFT F/AUTO" 1 -76.97518601 38.92184767
"1719" 2 "EVENING" 2015 12 "SEX ABUSE" 1 -77.06399993 38.90515834
"1720" 7 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.91367349 38.89514469
"1721" 5 "EVENING" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.96654724 38.92505248
"1722" 6 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.0245715 38.88389065
"1723" 7 "DAY" 2016 1 "THEFT/OTHER" 1 -76.96314161 38.86510977
"1724" 2 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.04346644 38.90469935
"1725" 2 "DAY" 2015 12 "THEFT/OTHER" 1 -77.04418065 38.90374419
"1726" 5 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.00904362 38.92548931
"1727" 1 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.04482155 38.93293995
"1728" 2 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.02498642 38.90724512
"1729" 8 "MIDNIGHT" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.9823183 38.85240336
"1730" 2 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.01720248 38.90052629
"1731" 5 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.96478966 38.93453771
"1732" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.0455933 38.91334655
"1733" 8 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.00451709 38.83301843
"1734" 7 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.93839431 38.90149323
"1735" 8 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.99437078 38.82662237
"1736" 8 "DAY" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.96561411 38.85126457
"1737" 7 "DAY" 2016 1 "ROBBERY" 1 -76.94697752 38.89335387
"1738" 7 "DAY" 2016 1 "BURGLARY" 1 -76.94993506 38.88395043
"1739" 4 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.00759481 38.96551322
"1740" 8 "EVENING" 2015 12 "THEFT/OTHER" 1 -77.0005782 38.83943254
"1741" 8 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.99678782 38.85765657
"1742" 6 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.98928379 38.88186171
"1743" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.0380835 38.90671009
"1744" 5 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.98055321 38.9037149
"1745" 1 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.039967 38.93483346
"1746" 7 "DAY" 2016 1 "THEFT F/AUTO" 1 -76.95498588 38.86155759
"1747" 5 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.01026408 38.91185961
"1748" 6 "DAY" 2016 1 "THEFT/OTHER" 1 -77.00204243 38.88814103
"1749" 5 "DAY" 2016 1 "THEFT/OTHER" 1 -77.00278132 38.91898562
"1750" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.04030725 38.90424105
"1751" 5 "DAY" 2016 1 "THEFT/OTHER" 1 -76.99112134 38.9340202
"1752" 4 "DAY" 2016 1 "MOTOR VEHICLE THEFT" 1 -77.0267956 38.96613197
"1753" 4 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.02597644 38.96642042
"1754" 3 "DAY" 2016 1 "THEFT F/AUTO" 1 -77.06927718 38.9257664
"1755" 2 "DAY" 2016 1 "THEFT/OTHER" 1 -77.04030725 38.90424105
"1756" 7 "DAY" 2016 1 "ROBBERY" 1 -76.92588983 38.89776551
"1757" 7 "MIDNIGHT" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.92803717 38.90606355
"1758" 4 "DAY" 2016 1 "THEFT/OTHER" 1 -77.00170984 38.95780239
"1759" 7 "DAY" 2016 1 "THEFT/OTHER" 1 -76.91778724 38.8964809
"1760" 2 "EVENING" 2016 1 "BURGLARY" 1 -77.04772322 38.90857128
"1761" 8 "DAY" 2016 1 "THEFT/OTHER" 1 -76.98474711 38.8667116
"1762" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03520403 38.93584392
"1763" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.02962884 38.8978303
"1764" 2 "EVENING" 2015 12 "THEFT/OTHER" 1 -77.05081574 38.89603034
"1765" 2 "EVENING" 2016 1 "BURGLARY" 1 -77.03195437 38.91664813
"1766" 6 "EVENING" 2016 1 "ROBBERY" 1 -76.99436498 38.90020312
"1767" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.03198003 38.89673066
"1768" 2 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02092518 38.89734573
"1769" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03488164 38.9841463
"1770" 8 "EVENING" 2016 1 "ROBBERY" 1 -76.97425975 38.86824768
"1771" 1 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.02443978 38.9269915
"1772" 4 "EVENING" 2016 1 "BURGLARY" 1 -77.02307621 38.95421484
"1773" 7 "EVENING" 2016 1 "MOTOR VEHICLE THEFT" 1 -76.95278114 38.88508667
"1774" 4 "EVENING" 2016 1 "ROBBERY" 1 -77.01801915 38.93887462
"1775" 2 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02500757 38.90180407
"1776" 2 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.04907291 38.9096337
"1777" 4 "MIDNIGHT" 2016 1 "THEFT F/AUTO" 1 -77.00490593 38.96045974
"1778" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03766803 38.9495898
"1779" 7 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.92983454 38.88381397
"1780" 7 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.9486429 38.90175942
"1781" 8 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.99288464 38.83204539
"1782" 1 "MIDNIGHT" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -77.02704409 38.92159494
"1783" 3 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.0519083 38.92419895
"1784" 1 "EVENING" 2016 2 "THEFT F/AUTO" 1 -77.0266095 38.93127898
"1785" 1 "EVENING" 2016 2 "THEFT F/AUTO" 1 -77.04317519 38.91874346
"1786" 6 "EVENING" 2016 2 "THEFT/OTHER" 1 -77.00589369 38.90604953
"1787" 6 "EVENING" 2016 2 "THEFT F/AUTO" 1 -77.00131633 38.89094265
"1788" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.01897191 38.96495342
"1789" 7 "EVENING" 2016 1 "ASSAULT W/DANGEROUS WEAPON" 1 -76.9487273 38.8645368
"1790" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.03324651 38.91811613
"1791" 5 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.9876938 38.94580274
"1792" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.06013664 38.90389922
"1793" 2 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02091239 38.89303973
"1794" 6 "EVENING" 2016 1 "ROBBERY" 1 -76.99731603 38.90496865
"1795" 2 "EVENING" 2015 1 "SEX ABUSE" 1 -77.03079954 38.9126127
"1796" 1 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02346729 38.91557815
"1797" 2 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.0270404 38.91186594
"1798" 6 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.01063131 38.90021178
"1799" 7 "MIDNIGHT" 2016 1 "ROBBERY" 1 -76.96584019 38.86031811
"1800" 5 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -76.97994279 38.90155279
"1801" 2 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.02704929 38.90491149
"1802" 6 "MIDNIGHT" 2016 1 "ROBBERY" 1 -77.02346631 38.9126054
"1803" 1 "MIDNIGHT" 2016 1 "THEFT/OTHER" 1 -77.03748997 38.91811484
"1804" 6 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.98039293 38.89961607
"1805" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.05163773 38.90091251
"1806" 4 "EVENING" 2016 1 "THEFT F/AUTO" 1 -77.02127127 38.9755287
"1807" 7 "EVENING" 2016 1 "BURGLARY" 1 -76.95385398 38.88362774
"1808" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.06200543 38.90518644
"1809" 6 "EVENING" 2016 1 "THEFT/OTHER" 1 -76.98692174 38.87840225
"1810" 7 "EVENING" 2016 1 "ROBBERY" 1 -76.96268823 38.87275777
"1811" 2 "EVENING" 2016 1 "THEFT/OTHER" 1 -77.04414954 38.90936542
"1812" 6 "EVENING" 2016 2 "THEFT F/AUTO" 1 -77.00131625 38.88677177
"1813" 6 "EVENING" 2016 2 "MOTOR VEHICLE THEFT" 1 -77.00131625 38.88677177
"1814" 4 "EVENING" 2016 2 "THEFT F/AUTO" 1 -77.0398925 38.94597674
"1815" 6 "MIDNIGHT" 2016 2 "THEFT/OTHER" 1 -76.99497717 38.88323137
"1816" 7 "MIDNIGHT" 2016 2 "MOTOR VEHICLE THEFT" 1 -76.93580789 38.8803762
"1817" 2 "MIDNIGHT" 2016 2 "THEFT/OTHER" 1 -77.03261762 38.90453172
"1818" 5 "MIDNIGHT" 2016 2 "ASSAULT W/DANGEROUS WEAPON" 1 -76.99376364 38.9215889
"1819" 7 "DAY" 2016 2 "THEFT F/AUTO" 1 -76.92532869 38.8831986
"1820" 4 "DAY" 2016 2 "THEFT F/AUTO" 1 -77.01866882 38.95317066
"1821" 2 "DAY" 2016 2 "THEFT/OTHER" 1 -77.033424 38.90314421
"1822" 6 "DAY" 2015 11 "MOTOR VEHICLE THEFT" 1 -77.00748435 38.90251816
"1823" 7 "DAY" 2016 2 "THEFT/OTHER" 1 -76.96584019 38.86031811
"1824" 7 "DAY" 2016 2 "THEFT/OTHER" 1 -76.94962797 38.89448109
"1825" 5 "MIDNIGHT" 2016 2 "BURGLARY" 1 -76.98467595 38.92497519
"1826" 6 "MIDNIGHT" 2016 2 "THEFT F/AUTO" 1 -76.99025232 38.87884399
"1827" 1 "DAY" 2016 2 "THEFT F/AUTO" 1 -77.01953686 38.9212361
"1828" 3 "DAY" 2016 2 "THEFT F/AUTO" 1 -77.09162306 38.94969509
